Country,srcYear,srcCalendarDay,ASI Monuments,Number of Tourists,YearCode,Year,DayCode,CalendarDay
India,2020,25-Sep-2020,Red Fort,443,2020,"Financial Year (Apr - Mar), 2020",20200925,2020-09-25
India,2020,26-Sep-2020,Qutub Minar,1024,2020,"Financial Year (Apr - Mar), 2020",20200926,2020-09-26
India,2020,26-Sep-2020,Agra Fort,635,2020,"Financial Year (Apr - Mar), 2020",20200926,2020-09-26
India,2020,26-Sep-2020,Taj Mahal,2757,2020,"Financial Year (Apr - Mar), 2020",20200926,2020-09-26
India,2020,26-Sep-2020,Red Fort,595,2020,"Financial Year (Apr - Mar), 2020",20200926,2020-09-26
India,2020,27-Sep-2020,Qutub Minar,1495,2020,"Financial Year (Apr - Mar), 2020",20200927,2020-09-27
India,2020,27-Sep-2020,Red Fort,1244,2020,"Financial Year (Apr - Mar), 2020",20200927,2020-09-27
India,2020,27-Sep-2020,Agra Fort,686,2020,"Financial Year (Apr - Mar), 2020",20200927,2020-09-27
India,2020,27-Sep-2020,Taj Mahal,2759,2020,"Financial Year (Apr - Mar), 2020",20200927,2020-09-27
India,2020,28-Sep-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20200928,2020-09-28
India,2020,28-Sep-2020,Agra Fort,501,2020,"Financial Year (Apr - Mar), 2020",20200928,2020-09-28
India,2020,28-Sep-2020,Taj Mahal,1777,2020,"Financial Year (Apr - Mar), 2020",20200928,2020-09-28
India,2020,28-Sep-2020,Qutub Minar,573,2020,"Financial Year (Apr - Mar), 2020",20200928,2020-09-28
India,2020,29-Sep-2020,Red Fort,804,2020,"Financial Year (Apr - Mar), 2020",20200929,2020-09-29
India,2020,29-Sep-2020,Agra Fort,425,2020,"Financial Year (Apr - Mar), 2020",20200929,2020-09-29
India,2020,29-Sep-2020,Qutub Minar,643,2020,"Financial Year (Apr - Mar), 2020",20200929,2020-09-29
India,2020,29-Sep-2020,Taj Mahal,2017,2020,"Financial Year (Apr - Mar), 2020",20200929,2020-09-29
India,2020,30-Sep-2020,Qutub Minar,614,2020,"Financial Year (Apr - Mar), 2020",20200930,2020-09-30
India,2020,30-Sep-2020,Agra Fort,360,2020,"Financial Year (Apr - Mar), 2020",20200930,2020-09-30
India,2020,30-Sep-2020,Taj Mahal,2202,2020,"Financial Year (Apr - Mar), 2020",20200930,2020-09-30
India,2020,30-Sep-2020,Red Fort,735,2020,"Financial Year (Apr - Mar), 2020",20200930,2020-09-30
India,2020,01-Oct-2020,Agra Fort,503,2020,"Financial Year (Apr - Mar), 2020",20201001,2020-10-01
India,2020,01-Oct-2020,Qutub Minar,714,2020,"Financial Year (Apr - Mar), 2020",20201001,2020-10-01
India,2020,01-Oct-2020,Red Fort,608,2020,"Financial Year (Apr - Mar), 2020",20201001,2020-10-01
India,2020,01-Oct-2020,Taj Mahal,2489,2020,"Financial Year (Apr - Mar), 2020",20201001,2020-10-01
India,2020,02-Oct-2020,Qutub Minar,1828,2020,"Financial Year (Apr - Mar), 2020",20201002,2020-10-02
India,2020,02-Oct-2020,Red Fort,1707,2020,"Financial Year (Apr - Mar), 2020",20201002,2020-10-02
India,2020,02-Oct-2020,Taj Mahal,1191,2020,"Financial Year (Apr - Mar), 2020",20201002,2020-10-02
India,2020,02-Oct-2020,Agra Fort,1167,2020,"Financial Year (Apr - Mar), 2020",20201002,2020-10-02
India,2020,03-Oct-2020,Taj Mahal,4547,2020,"Financial Year (Apr - Mar), 2020",20201003,2020-10-03
India,2020,03-Oct-2020,Agra Fort,988,2020,"Financial Year (Apr - Mar), 2020",20201003,2020-10-03
India,2020,03-Oct-2020,Red Fort,946,2020,"Financial Year (Apr - Mar), 2020",20201003,2020-10-03
India,2020,03-Oct-2020,Qutub Minar,1244,2020,"Financial Year (Apr - Mar), 2020",20201003,2020-10-03
India,2020,04-Oct-2020,Agra Fort,897,2020,"Financial Year (Apr - Mar), 2020",20201004,2020-10-04
India,2020,04-Oct-2020,Qutub Minar,2096,2020,"Financial Year (Apr - Mar), 2020",20201004,2020-10-04
India,2020,04-Oct-2020,Red Fort,1800,2020,"Financial Year (Apr - Mar), 2020",20201004,2020-10-04
India,2020,04-Oct-2020,Taj Mahal,3857,2020,"Financial Year (Apr - Mar), 2020",20201004,2020-10-04
India,2020,05-Oct-2020,Qutub Minar,821,2020,"Financial Year (Apr - Mar), 2020",20201005,2020-10-05
India,2020,05-Oct-2020,Agra Fort,504,2020,"Financial Year (Apr - Mar), 2020",20201005,2020-10-05
India,2020,05-Oct-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201005,2020-10-05
India,2020,05-Oct-2020,Taj Mahal,2470,2020,"Financial Year (Apr - Mar), 2020",20201005,2020-10-05
India,2020,06-Oct-2020,Taj Mahal,2038,2020,"Financial Year (Apr - Mar), 2020",20201006,2020-10-06
India,2020,06-Oct-2020,Red Fort,873,2020,"Financial Year (Apr - Mar), 2020",20201006,2020-10-06
India,2020,06-Oct-2020,Qutub Minar,749,2020,"Financial Year (Apr - Mar), 2020",20201006,2020-10-06
India,2020,06-Oct-2020,Agra Fort,385,2020,"Financial Year (Apr - Mar), 2020",20201006,2020-10-06
India,2020,07-Oct-2020,Agra Fort,460,2020,"Financial Year (Apr - Mar), 2020",20201007,2020-10-07
India,2020,07-Oct-2020,Qutub Minar,595,2020,"Financial Year (Apr - Mar), 2020",20201007,2020-10-07
India,2020,07-Oct-2020,Red Fort,711,2020,"Financial Year (Apr - Mar), 2020",20201007,2020-10-07
India,2020,07-Oct-2020,Taj Mahal,1995,2020,"Financial Year (Apr - Mar), 2020",20201007,2020-10-07
India,2020,08-Oct-2020,Qutub Minar,701,2020,"Financial Year (Apr - Mar), 2020",20201008,2020-10-08
India,2020,08-Oct-2020,Agra Fort,474,2020,"Financial Year (Apr - Mar), 2020",20201008,2020-10-08
India,2020,08-Oct-2020,Red Fort,812,2020,"Financial Year (Apr - Mar), 2020",20201008,2020-10-08
India,2020,08-Oct-2020,Taj Mahal,2213,2020,"Financial Year (Apr - Mar), 2020",20201008,2020-10-08
India,2020,09-Oct-2020,Qutub Minar,739,2020,"Financial Year (Apr - Mar), 2020",20201009,2020-10-09
India,2020,09-Oct-2020,Red Fort,833,2020,"Financial Year (Apr - Mar), 2020",20201009,2020-10-09
India,2020,09-Oct-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201009,2020-10-09
India,2020,09-Oct-2020,Agra Fort,812,2020,"Financial Year (Apr - Mar), 2020",20201009,2020-10-09
India,2020,10-Oct-2020,Qutub Minar,1401,2020,"Financial Year (Apr - Mar), 2020",20201010,2020-10-10
India,2020,10-Oct-2020,Red Fort,1156,2020,"Financial Year (Apr - Mar), 2020",20201010,2020-10-10
India,2020,10-Oct-2020,Agra Fort,1242,2020,"Financial Year (Apr - Mar), 2020",20201010,2020-10-10
India,2020,10-Oct-2020,Taj Mahal,3993,2020,"Financial Year (Apr - Mar), 2020",20201010,2020-10-10
India,2020,11-Oct-2020,Agra Fort,1644,2020,"Financial Year (Apr - Mar), 2020",20201011,2020-10-11
India,2020,11-Oct-2020,Red Fort,1675,2020,"Financial Year (Apr - Mar), 2020",20201011,2020-10-11
India,2020,11-Oct-2020,Taj Mahal,3811,2020,"Financial Year (Apr - Mar), 2020",20201011,2020-10-11
India,2020,11-Oct-2020,Qutub Minar,1756,2020,"Financial Year (Apr - Mar), 2020",20201011,2020-10-11
India,2020,12-Oct-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201012,2020-10-12
India,2020,12-Oct-2020,Taj Mahal,3254,2020,"Financial Year (Apr - Mar), 2020",20201012,2020-10-12
India,2020,12-Oct-2020,Agra Fort,810,2020,"Financial Year (Apr - Mar), 2020",20201012,2020-10-12
India,2020,12-Oct-2020,Qutub Minar,1038,2020,"Financial Year (Apr - Mar), 2020",20201012,2020-10-12
India,2020,13-Oct-2020,Qutub Minar,918,2020,"Financial Year (Apr - Mar), 2020",20201013,2020-10-13
India,2020,13-Oct-2020,Agra Fort,527,2020,"Financial Year (Apr - Mar), 2020",20201013,2020-10-13
India,2020,13-Oct-2020,Red Fort,899,2020,"Financial Year (Apr - Mar), 2020",20201013,2020-10-13
India,2020,13-Oct-2020,Taj Mahal,2568,2020,"Financial Year (Apr - Mar), 2020",20201013,2020-10-13
India,2020,14-Oct-2020,Taj Mahal,2543,2020,"Financial Year (Apr - Mar), 2020",20201014,2020-10-14
India,2020,14-Oct-2020,Qutub Minar,871,2020,"Financial Year (Apr - Mar), 2020",20201014,2020-10-14
India,2020,14-Oct-2020,Red Fort,929,2020,"Financial Year (Apr - Mar), 2020",20201014,2020-10-14
India,2020,14-Oct-2020,Agra Fort,627,2020,"Financial Year (Apr - Mar), 2020",20201014,2020-10-14
India,2020,15-Oct-2020,Taj Mahal,3238,2020,"Financial Year (Apr - Mar), 2020",20201015,2020-10-15
India,2020,15-Oct-2020,Red Fort,933,2020,"Financial Year (Apr - Mar), 2020",20201015,2020-10-15
India,2020,15-Oct-2020,Agra Fort,470,2020,"Financial Year (Apr - Mar), 2020",20201015,2020-10-15
India,2020,15-Oct-2020,Qutub Minar,909,2020,"Financial Year (Apr - Mar), 2020",20201015,2020-10-15
India,2020,16-Oct-2020,Qutub Minar,1006,2020,"Financial Year (Apr - Mar), 2020",20201016,2020-10-16
India,2020,16-Oct-2020,Agra Fort,802,2020,"Financial Year (Apr - Mar), 2020",20201016,2020-10-16
India,2020,16-Oct-2020,Red Fort,975,2020,"Financial Year (Apr - Mar), 2020",20201016,2020-10-16
India,2020,16-Oct-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201016,2020-10-16
India,2020,17-Oct-2020,Qutub Minar,1389,2020,"Financial Year (Apr - Mar), 2020",20201017,2020-10-17
India,2020,17-Oct-2020,Agra Fort,586,2020,"Financial Year (Apr - Mar), 2020",20201017,2020-10-17
India,2020,17-Oct-2020,Red Fort,970,2020,"Financial Year (Apr - Mar), 2020",20201017,2020-10-17
India,2020,17-Oct-2020,Taj Mahal,2853,2020,"Financial Year (Apr - Mar), 2020",20201017,2020-10-17
India,2020,18-Oct-2020,Agra Fort,955,2020,"Financial Year (Apr - Mar), 2020",20201018,2020-10-18
India,2020,18-Oct-2020,Red Fort,1584,2020,"Financial Year (Apr - Mar), 2020",20201018,2020-10-18
India,2020,18-Oct-2020,Taj Mahal,3238,2020,"Financial Year (Apr - Mar), 2020",20201018,2020-10-18
India,2020,18-Oct-2020,Qutub Minar,1789,2020,"Financial Year (Apr - Mar), 2020",20201018,2020-10-18
India,2020,19-Oct-2020,Qutub Minar,987,2020,"Financial Year (Apr - Mar), 2020",20201019,2020-10-19
India,2020,19-Oct-2020,Agra Fort,616,2020,"Financial Year (Apr - Mar), 2020",20201019,2020-10-19
India,2020,19-Oct-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201019,2020-10-19
India,2020,19-Oct-2020,Taj Mahal,2301,2020,"Financial Year (Apr - Mar), 2020",20201019,2020-10-19
India,2020,20-Oct-2020,Red Fort,1005,2020,"Financial Year (Apr - Mar), 2020",20201020,2020-10-20
India,2020,20-Oct-2020,Taj Mahal,2178,2020,"Financial Year (Apr - Mar), 2020",20201020,2020-10-20
India,2020,20-Oct-2020,Qutub Minar,1110,2020,"Financial Year (Apr - Mar), 2020",20201020,2020-10-20
India,2020,20-Oct-2020,Agra Fort,524,2020,"Financial Year (Apr - Mar), 2020",20201020,2020-10-20
India,2020,21-Oct-2020,Agra Fort,415,2020,"Financial Year (Apr - Mar), 2020",20201021,2020-10-21
India,2020,21-Oct-2020,Red Fort,977,2020,"Financial Year (Apr - Mar), 2020",20201021,2020-10-21
India,2020,21-Oct-2020,Taj Mahal,2082,2020,"Financial Year (Apr - Mar), 2020",20201021,2020-10-21
India,2020,21-Oct-2020,Qutub Minar,1097,2020,"Financial Year (Apr - Mar), 2020",20201021,2020-10-21
India,2020,22-Oct-2020,Agra Fort,541,2020,"Financial Year (Apr - Mar), 2020",20201022,2020-10-22
India,2020,22-Oct-2020,Taj Mahal,2735,2020,"Financial Year (Apr - Mar), 2020",20201022,2020-10-22
India,2020,22-Oct-2020,Red Fort,1104,2020,"Financial Year (Apr - Mar), 2020",20201022,2020-10-22
India,2020,22-Oct-2020,Qutub Minar,1195,2020,"Financial Year (Apr - Mar), 2020",20201022,2020-10-22
India,2020,23-Oct-2020,Red Fort,1180,2020,"Financial Year (Apr - Mar), 2020",20201023,2020-10-23
India,2020,23-Oct-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201023,2020-10-23
India,2020,23-Oct-2020,Agra Fort,599,2020,"Financial Year (Apr - Mar), 2020",20201023,2020-10-23
India,2020,23-Oct-2020,Qutub Minar,1341,2020,"Financial Year (Apr - Mar), 2020",20201023,2020-10-23
India,2020,24-Oct-2020,Taj Mahal,4027,2020,"Financial Year (Apr - Mar), 2020",20201024,2020-10-24
India,2020,24-Oct-2020,Agra Fort,1070,2020,"Financial Year (Apr - Mar), 2020",20201024,2020-10-24
India,2020,24-Oct-2020,Red Fort,1660,2020,"Financial Year (Apr - Mar), 2020",20201024,2020-10-24
India,2020,24-Oct-2020,Qutub Minar,1823,2020,"Financial Year (Apr - Mar), 2020",20201024,2020-10-24
India,2020,25-Oct-2020,Taj Mahal,4392,2020,"Financial Year (Apr - Mar), 2020",20201025,2020-10-25
India,2020,25-Oct-2020,Red Fort,1900,2020,"Financial Year (Apr - Mar), 2020",20201025,2020-10-25
India,2020,25-Oct-2020,Agra Fort,1383,2020,"Financial Year (Apr - Mar), 2020",20201025,2020-10-25
India,2020,25-Oct-2020,Qutub Minar,1957,2020,"Financial Year (Apr - Mar), 2020",20201025,2020-10-25
India,2020,26-Oct-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201026,2020-10-26
India,2020,26-Oct-2020,Taj Mahal,3131,2020,"Financial Year (Apr - Mar), 2020",20201026,2020-10-26
India,2020,26-Oct-2020,Qutub Minar,1777,2020,"Financial Year (Apr - Mar), 2020",20201026,2020-10-26
India,2020,26-Oct-2020,Agra Fort,643,2020,"Financial Year (Apr - Mar), 2020",20201026,2020-10-26
India,2020,27-Oct-2020,Taj Mahal,3256,2020,"Financial Year (Apr - Mar), 2020",20201027,2020-10-27
India,2020,27-Oct-2020,Qutub Minar,1560,2020,"Financial Year (Apr - Mar), 2020",20201027,2020-10-27
India,2020,27-Oct-2020,Red Fort,1640,2020,"Financial Year (Apr - Mar), 2020",20201027,2020-10-27
India,2020,27-Oct-2020,Agra Fort,721,2020,"Financial Year (Apr - Mar), 2020",20201027,2020-10-27
India,2020,28-Oct-2020,Agra Fort,617,2020,"Financial Year (Apr - Mar), 2020",20201028,2020-10-28
India,2020,28-Oct-2020,Taj Mahal,2830,2020,"Financial Year (Apr - Mar), 2020",20201028,2020-10-28
India,2020,28-Oct-2020,Red Fort,1298,2020,"Financial Year (Apr - Mar), 2020",20201028,2020-10-28
India,2020,28-Oct-2020,Qutub Minar,1225,2020,"Financial Year (Apr - Mar), 2020",20201028,2020-10-28
India,2020,29-Oct-2020,Taj Mahal,3181,2020,"Financial Year (Apr - Mar), 2020",20201029,2020-10-29
India,2020,29-Oct-2020,Red Fort,1192,2020,"Financial Year (Apr - Mar), 2020",20201029,2020-10-29
India,2020,29-Oct-2020,Agra Fort,631,2020,"Financial Year (Apr - Mar), 2020",20201029,2020-10-29
India,2020,29-Oct-2020,Qutub Minar,1317,2020,"Financial Year (Apr - Mar), 2020",20201029,2020-10-29
India,2020,30-Oct-2020,Agra Fort,989,2020,"Financial Year (Apr - Mar), 2020",20201030,2020-10-30
India,2020,30-Oct-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201030,2020-10-30
India,2020,30-Oct-2020,Red Fort,1542,2020,"Financial Year (Apr - Mar), 2020",20201030,2020-10-30
India,2020,30-Oct-2020,Qutub Minar,1707,2020,"Financial Year (Apr - Mar), 2020",20201030,2020-10-30
India,2020,31-Oct-2020,Red Fort,1817,2020,"Financial Year (Apr - Mar), 2020",20201031,2020-10-31
India,2020,31-Oct-2020,Qutub Minar,1883,2020,"Financial Year (Apr - Mar), 2020",20201031,2020-10-31
India,2020,31-Oct-2020,Agra Fort,1659,2020,"Financial Year (Apr - Mar), 2020",20201031,2020-10-31
India,2020,31-Oct-2020,Taj Mahal,4986,2020,"Financial Year (Apr - Mar), 2020",20201031,2020-10-31
India,2020,01-Nov-2020,Taj Mahal,5000,2020,"Financial Year (Apr - Mar), 2020",20201101,2020-11-01
India,2020,01-Nov-2020,Qutub Minar,2074,2020,"Financial Year (Apr - Mar), 2020",20201101,2020-11-01
India,2020,01-Nov-2020,Agra Fort,1852,2020,"Financial Year (Apr - Mar), 2020",20201101,2020-11-01
India,2020,01-Nov-2020,Red Fort,1938,2020,"Financial Year (Apr - Mar), 2020",20201101,2020-11-01
India,2020,02-Nov-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201102,2020-11-02
India,2020,02-Nov-2020,Qutub Minar,1375,2020,"Financial Year (Apr - Mar), 2020",20201102,2020-11-02
India,2020,02-Nov-2020,Agra Fort,849,2020,"Financial Year (Apr - Mar), 2020",20201102,2020-11-02
India,2020,02-Nov-2020,Taj Mahal,3176,2020,"Financial Year (Apr - Mar), 2020",20201102,2020-11-02
India,2020,03-Nov-2020,Red Fort,1391,2020,"Financial Year (Apr - Mar), 2020",20201103,2020-11-03
India,2020,03-Nov-2020,Agra Fort,583,2020,"Financial Year (Apr - Mar), 2020",20201103,2020-11-03
India,2020,03-Nov-2020,Taj Mahal,2673,2020,"Financial Year (Apr - Mar), 2020",20201103,2020-11-03
India,2020,03-Nov-2020,Qutub Minar,1140,2020,"Financial Year (Apr - Mar), 2020",20201103,2020-11-03
India,2020,04-Nov-2020,Agra Fort,608,2020,"Financial Year (Apr - Mar), 2020",20201104,2020-11-04
India,2020,04-Nov-2020,Qutub Minar,1362,2020,"Financial Year (Apr - Mar), 2020",20201104,2020-11-04
India,2020,04-Nov-2020,Taj Mahal,2269,2020,"Financial Year (Apr - Mar), 2020",20201104,2020-11-04
India,2020,04-Nov-2020,Red Fort,1268,2020,"Financial Year (Apr - Mar), 2020",20201104,2020-11-04
India,2020,05-Nov-2020,Taj Mahal,2877,2020,"Financial Year (Apr - Mar), 2020",20201105,2020-11-05
India,2020,05-Nov-2020,Red Fort,1392,2020,"Financial Year (Apr - Mar), 2020",20201105,2020-11-05
India,2020,05-Nov-2020,Qutub Minar,1440,2020,"Financial Year (Apr - Mar), 2020",20201105,2020-11-05
India,2020,05-Nov-2020,Agra Fort,557,2020,"Financial Year (Apr - Mar), 2020",20201105,2020-11-05
India,2020,06-Nov-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201106,2020-11-06
India,2020,06-Nov-2020,Qutub Minar,1476,2020,"Financial Year (Apr - Mar), 2020",20201106,2020-11-06
India,2020,06-Nov-2020,Agra Fort,804,2020,"Financial Year (Apr - Mar), 2020",20201106,2020-11-06
India,2020,06-Nov-2020,Red Fort,1542,2020,"Financial Year (Apr - Mar), 2020",20201106,2020-11-06
India,2020,07-Nov-2020,Red Fort,1783,2020,"Financial Year (Apr - Mar), 2020",20201107,2020-11-07
India,2020,07-Nov-2020,Qutub Minar,1875,2020,"Financial Year (Apr - Mar), 2020",20201107,2020-11-07
India,2020,07-Nov-2020,Taj Mahal,4508,2020,"Financial Year (Apr - Mar), 2020",20201107,2020-11-07
India,2020,07-Nov-2020,Agra Fort,1115,2020,"Financial Year (Apr - Mar), 2020",20201107,2020-11-07
India,2020,08-Nov-2020,Red Fort,1955,2020,"Financial Year (Apr - Mar), 2020",20201108,2020-11-08
India,2020,08-Nov-2020,Agra Fort,1707,2020,"Financial Year (Apr - Mar), 2020",20201108,2020-11-08
India,2020,08-Nov-2020,Qutub Minar,2171,2020,"Financial Year (Apr - Mar), 2020",20201108,2020-11-08
India,2020,08-Nov-2020,Taj Mahal,4745,2020,"Financial Year (Apr - Mar), 2020",20201108,2020-11-08
India,2020,09-Nov-2020,Qutub Minar,1261,2020,"Financial Year (Apr - Mar), 2020",20201109,2020-11-09
India,2020,09-Nov-2020,Taj Mahal,3394,2020,"Financial Year (Apr - Mar), 2020",20201109,2020-11-09
India,2020,09-Nov-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201109,2020-11-09
India,2020,09-Nov-2020,Agra Fort,729,2020,"Financial Year (Apr - Mar), 2020",20201109,2020-11-09
India,2020,10-Nov-2020,Red Fort,1372,2020,"Financial Year (Apr - Mar), 2020",20201110,2020-11-10
India,2020,10-Nov-2020,Taj Mahal,2949,2020,"Financial Year (Apr - Mar), 2020",20201110,2020-11-10
India,2020,10-Nov-2020,Agra Fort,629,2020,"Financial Year (Apr - Mar), 2020",20201110,2020-11-10
India,2020,10-Nov-2020,Qutub Minar,1286,2020,"Financial Year (Apr - Mar), 2020",20201110,2020-11-10
India,2020,11-Nov-2020,Red Fort,1062,2020,"Financial Year (Apr - Mar), 2020",20201111,2020-11-11
India,2020,11-Nov-2020,Qutub Minar,1109,2020,"Financial Year (Apr - Mar), 2020",20201111,2020-11-11
India,2020,11-Nov-2020,Agra Fort,510,2020,"Financial Year (Apr - Mar), 2020",20201111,2020-11-11
India,2020,11-Nov-2020,Taj Mahal,2584,2020,"Financial Year (Apr - Mar), 2020",20201111,2020-11-11
India,2020,12-Nov-2020,Taj Mahal,2560,2020,"Financial Year (Apr - Mar), 2020",20201112,2020-11-12
India,2020,12-Nov-2020,Agra Fort,539,2020,"Financial Year (Apr - Mar), 2020",20201112,2020-11-12
India,2020,12-Nov-2020,Red Fort,938,2020,"Financial Year (Apr - Mar), 2020",20201112,2020-11-12
India,2020,12-Nov-2020,Qutub Minar,1006,2020,"Financial Year (Apr - Mar), 2020",20201112,2020-11-12
India,2020,13-Nov-2020,Qutub Minar,981,2020,"Financial Year (Apr - Mar), 2020",20201113,2020-11-13
India,2020,13-Nov-2020,Agra Fort,564,2020,"Financial Year (Apr - Mar), 2020",20201113,2020-11-13
India,2020,13-Nov-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201113,2020-11-13
India,2020,13-Nov-2020,Red Fort,952,2020,"Financial Year (Apr - Mar), 2020",20201113,2020-11-13
India,2020,14-Nov-2020,Red Fort,1629,2020,"Financial Year (Apr - Mar), 2020",20201114,2020-11-14
India,2020,14-Nov-2020,Qutub Minar,1699,2020,"Financial Year (Apr - Mar), 2020",20201114,2020-11-14
India,2020,14-Nov-2020,Taj Mahal,4079,2020,"Financial Year (Apr - Mar), 2020",20201114,2020-11-14
India,2020,14-Nov-2020,Agra Fort,905,2020,"Financial Year (Apr - Mar), 2020",20201114,2020-11-14
India,2020,15-Nov-2020,Red Fort,2041,2020,"Financial Year (Apr - Mar), 2020",20201115,2020-11-15
India,2020,15-Nov-2020,Taj Mahal,4878,2020,"Financial Year (Apr - Mar), 2020",20201115,2020-11-15
India,2020,15-Nov-2020,Agra Fort,1709,2020,"Financial Year (Apr - Mar), 2020",20201115,2020-11-15
India,2020,15-Nov-2020,Qutub Minar,2055,2020,"Financial Year (Apr - Mar), 2020",20201115,2020-11-15
India,2020,16-Nov-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201116,2020-11-16
India,2020,16-Nov-2020,Qutub Minar,1806,2020,"Financial Year (Apr - Mar), 2020",20201116,2020-11-16
India,2020,16-Nov-2020,Agra Fort,1814,2020,"Financial Year (Apr - Mar), 2020",20201116,2020-11-16
India,2020,16-Nov-2020,Taj Mahal,4919,2020,"Financial Year (Apr - Mar), 2020",20201116,2020-11-16
India,2020,17-Nov-2020,Agra Fort,1673,2020,"Financial Year (Apr - Mar), 2020",20201117,2020-11-17
India,2020,17-Nov-2020,Taj Mahal,4967,2020,"Financial Year (Apr - Mar), 2020",20201117,2020-11-17
India,2020,17-Nov-2020,Qutub Minar,1858,2020,"Financial Year (Apr - Mar), 2020",20201117,2020-11-17
India,2020,17-Nov-2020,Red Fort,1763,2020,"Financial Year (Apr - Mar), 2020",20201117,2020-11-17
India,2020,18-Nov-2020,Taj Mahal,4928,2020,"Financial Year (Apr - Mar), 2020",20201118,2020-11-18
India,2020,18-Nov-2020,Red Fort,1617,2020,"Financial Year (Apr - Mar), 2020",20201118,2020-11-18
India,2020,18-Nov-2020,Agra Fort,1668,2020,"Financial Year (Apr - Mar), 2020",20201118,2020-11-18
India,2020,18-Nov-2020,Qutub Minar,1541,2020,"Financial Year (Apr - Mar), 2020",20201118,2020-11-18
India,2020,19-Nov-2020,Agra Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201119,2020-11-19
India,2020,19-Nov-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201119,2020-11-19
India,2020,19-Nov-2020,Qutub Minar,0,2020,"Financial Year (Apr - Mar), 2020",20201119,2020-11-19
India,2020,19-Nov-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201119,2020-11-19
India,2020,20-Nov-2020,Qutub Minar,1338,2020,"Financial Year (Apr - Mar), 2020",20201120,2020-11-20
India,2020,20-Nov-2020,Agra Fort,1305,2020,"Financial Year (Apr - Mar), 2020",20201120,2020-11-20
India,2020,20-Nov-2020,Taj Mahal,0,2020,"Financial Year (Apr - Mar), 2020",20201120,2020-11-20
India,2020,20-Nov-2020,Red Fort,1117,2020,"Financial Year (Apr - Mar), 2020",20201120,2020-11-20
India,2020,21-Nov-2020,Red Fort,1435,2020,"Financial Year (Apr - Mar), 2020",20201121,2020-11-21
India,2020,21-Nov-2020,Qutub Minar,1803,2020,"Financial Year (Apr - Mar), 2020",20201121,2020-11-21
India,2020,21-Nov-2020,Agra Fort,1800,2020,"Financial Year (Apr - Mar), 2020",20201121,2020-11-21
India,2020,21-Nov-2020,Taj Mahal,4991,2020,"Financial Year (Apr - Mar), 2020",20201121,2020-11-21
India,2020,22-Nov-2020,Taj Mahal,5030,2020,"Financial Year (Apr - Mar), 2020",20201122,2020-11-22
India,2020,22-Nov-2020,Red Fort,1821,2020,"Financial Year (Apr - Mar), 2020",20201122,2020-11-22
India,2020,22-Nov-2020,Agra Fort,1897,2020,"Financial Year (Apr - Mar), 2020",20201122,2020-11-22
India,2020,22-Nov-2020,Qutub Minar,1973,2020,"Financial Year (Apr - Mar), 2020",20201122,2020-11-22
India,2020,23-Nov-2020,Red Fort,0,2020,"Financial Year (Apr - Mar), 2020",20201123,2020-11-23
India,2020,23-Nov-2020,Taj Mahal,4686,2020,"Financial Year (Apr - Mar), 2020",20201123,2020-11-23
India,2020,23-Nov-2020,Agra Fort,1121,2020,"Financial Year (Apr - Mar), 2020",20201123,2020-11-23
India,2020,23-Nov-2020,Qutub Minar,1242,2020,"Financial Year (Apr - Mar), 2020",20201123,2020-11-23
India,2020,24-Nov-2020,Agra Fort,943,2020,"Financial Year (Apr - Mar), 2020",20201124,2020-11-24
India,2020,24-Nov-2020,Taj Mahal,4154,2020,"Financial Year (Apr - Mar), 2020",20201124,2020-11-24
India,2020,24-Nov-2020,Qutub Minar,1037,2020,"Financial Year (Apr - Mar), 2020",20201124,2020-11-24
India,2020,24-Nov-2020,Red Fort,980,2020,"Financial Year (Apr - Mar), 2020",20201124,2020-11-24
India,2020,25-Nov-2020,Qutub Minar,923,2020,"Financial Year (Apr - Mar), 2020",20201125,2020-11-25
India,2020,25-Nov-2020,Red Fort,745,2020,"Financial Year (Apr - Mar), 2020",20201125,2020-11-25
India,2020,25-Nov-2020,Agra Fort,626,2020,"Financial Year (Apr - Mar), 2020",20201125,2020-11-25
India,2020,25-Nov-2020,Taj Mahal,3569,2020,"Financial Year (Apr - Mar), 2020",20201125,2020-11-25
