Country,srcYear,srcCalendarDay,ASI Monuments,Number of Tourists,YearCode,Year,DayCode,CalendarDay
India,2021,12-Dec-2021,Agra Fort,6049,2021,"Financial Year (Apr - Mar), 2021",20211212,2021-12-12
India,2021,12-Dec-2021,Taj Mahal,16893,2021,"Financial Year (Apr - Mar), 2021",20211212,2021-12-12
India,2021,12-Dec-2021,Qutub Minar,3867,2021,"Financial Year (Apr - Mar), 2021",20211212,2021-12-12
India,2021,12-Dec-2021,Red Fort,4348,2021,"Financial Year (Apr - Mar), 2021",20211212,2021-12-12
India,2021,13-Dec-2021,Agra Fort,4391,2021,"Financial Year (Apr - Mar), 2021",20211213,2021-12-13
India,2021,13-Dec-2021,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20211213,2021-12-13
India,2021,13-Dec-2021,Taj Mahal,9657,2021,"Financial Year (Apr - Mar), 2021",20211213,2021-12-13
India,2021,13-Dec-2021,Qutub Minar,1281,2021,"Financial Year (Apr - Mar), 2021",20211213,2021-12-13
India,2021,14-Dec-2021,Taj Mahal,8765,2021,"Financial Year (Apr - Mar), 2021",20211214,2021-12-14
India,2021,14-Dec-2021,Qutub Minar,965,2021,"Financial Year (Apr - Mar), 2021",20211214,2021-12-14
India,2021,14-Dec-2021,Red Fort,1548,2021,"Financial Year (Apr - Mar), 2021",20211214,2021-12-14
India,2021,14-Dec-2021,Agra Fort,4309,2021,"Financial Year (Apr - Mar), 2021",20211214,2021-12-14
India,2021,15-Dec-2021,Agra Fort,3821,2021,"Financial Year (Apr - Mar), 2021",20211215,2021-12-15
India,2021,15-Dec-2021,Qutub Minar,1028,2021,"Financial Year (Apr - Mar), 2021",20211215,2021-12-15
India,2021,15-Dec-2021,Taj Mahal,8762,2021,"Financial Year (Apr - Mar), 2021",20211215,2021-12-15
India,2021,15-Dec-2021,Red Fort,1714,2021,"Financial Year (Apr - Mar), 2021",20211215,2021-12-15
India,2021,16-Dec-2021,Taj Mahal,9327,2021,"Financial Year (Apr - Mar), 2021",20211216,2021-12-16
India,2021,16-Dec-2021,Red Fort,1517,2021,"Financial Year (Apr - Mar), 2021",20211216,2021-12-16
India,2021,16-Dec-2021,Qutub Minar,1047,2021,"Financial Year (Apr - Mar), 2021",20211216,2021-12-16
India,2021,16-Dec-2021,Agra Fort,4432,2021,"Financial Year (Apr - Mar), 2021",20211216,2021-12-16
India,2021,17-Dec-2021,Qutub Minar,1885,2021,"Financial Year (Apr - Mar), 2021",20211217,2021-12-17
India,2021,17-Dec-2021,Taj Mahal,0,2021,"Financial Year (Apr - Mar), 2021",20211217,2021-12-17
India,2021,17-Dec-2021,Red Fort,2094,2021,"Financial Year (Apr - Mar), 2021",20211217,2021-12-17
India,2021,17-Dec-2021,Agra Fort,3948,2021,"Financial Year (Apr - Mar), 2021",20211217,2021-12-17
India,2021,18-Dec-2021,Qutub Minar,2520,2021,"Financial Year (Apr - Mar), 2021",20211218,2021-12-18
India,2021,18-Dec-2021,Taj Mahal,15202,2021,"Financial Year (Apr - Mar), 2021",20211218,2021-12-18
India,2021,18-Dec-2021,Red Fort,2789,2021,"Financial Year (Apr - Mar), 2021",20211218,2021-12-18
India,2021,18-Dec-2021,Agra Fort,5764,2021,"Financial Year (Apr - Mar), 2021",20211218,2021-12-18
India,2021,19-Dec-2021,Agra Fort,6295,2021,"Financial Year (Apr - Mar), 2021",20211219,2021-12-19
India,2021,19-Dec-2021,Qutub Minar,4470,2021,"Financial Year (Apr - Mar), 2021",20211219,2021-12-19
India,2021,19-Dec-2021,Red Fort,71466,2021,"Financial Year (Apr - Mar), 2021",20211219,2021-12-19
India,2021,19-Dec-2021,Taj Mahal,16113,2021,"Financial Year (Apr - Mar), 2021",20211219,2021-12-19
India,2021,20-Dec-2021,Taj Mahal,9932,2021,"Financial Year (Apr - Mar), 2021",20211220,2021-12-20
India,2021,20-Dec-2021,Agra Fort,4762,2021,"Financial Year (Apr - Mar), 2021",20211220,2021-12-20
India,2021,20-Dec-2021,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20211220,2021-12-20
India,2021,20-Dec-2021,Qutub Minar,1757,2021,"Financial Year (Apr - Mar), 2021",20211220,2021-12-20
India,2021,21-Dec-2021,Red Fort,2348,2021,"Financial Year (Apr - Mar), 2021",20211221,2021-12-21
India,2021,21-Dec-2021,Taj Mahal,9498,2021,"Financial Year (Apr - Mar), 2021",20211221,2021-12-21
India,2021,21-Dec-2021,Qutub Minar,1197,2021,"Financial Year (Apr - Mar), 2021",20211221,2021-12-21
India,2021,21-Dec-2021,Agra Fort,4610,2021,"Financial Year (Apr - Mar), 2021",20211221,2021-12-21
India,2021,22-Dec-2021,Agra Fort,4439,2021,"Financial Year (Apr - Mar), 2021",20211222,2021-12-22
India,2021,22-Dec-2021,Red Fort,2016,2021,"Financial Year (Apr - Mar), 2021",20211222,2021-12-22
India,2021,22-Dec-2021,Taj Mahal,7982,2021,"Financial Year (Apr - Mar), 2021",20211222,2021-12-22
India,2021,22-Dec-2021,Qutub Minar,1259,2021,"Financial Year (Apr - Mar), 2021",20211222,2021-12-22
India,2021,23-Dec-2021,Taj Mahal,10537,2021,"Financial Year (Apr - Mar), 2021",20211223,2021-12-23
India,2021,23-Dec-2021,Agra Fort,4743,2021,"Financial Year (Apr - Mar), 2021",20211223,2021-12-23
India,2021,23-Dec-2021,Red Fort,2167,2021,"Financial Year (Apr - Mar), 2021",20211223,2021-12-23
India,2021,23-Dec-2021,Qutub Minar,2115,2021,"Financial Year (Apr - Mar), 2021",20211223,2021-12-23
India,2021,24-Dec-2021,Agra Fort,5203,2021,"Financial Year (Apr - Mar), 2021",20211224,2021-12-24
India,2021,24-Dec-2021,Qutub Minar,2699,2021,"Financial Year (Apr - Mar), 2021",20211224,2021-12-24
India,2021,24-Dec-2021,Taj Mahal,0,2021,"Financial Year (Apr - Mar), 2021",20211224,2021-12-24
India,2021,24-Dec-2021,Red Fort,3023,2021,"Financial Year (Apr - Mar), 2021",20211224,2021-12-24
India,2021,25-Dec-2021,Taj Mahal,28342,2021,"Financial Year (Apr - Mar), 2021",20211225,2021-12-25
India,2021,25-Dec-2021,Agra Fort,8906,2021,"Financial Year (Apr - Mar), 2021",20211225,2021-12-25
India,2021,25-Dec-2021,Red Fort,4133,2021,"Financial Year (Apr - Mar), 2021",20211225,2021-12-25
India,2021,25-Dec-2021,Qutub Minar,5021,2021,"Financial Year (Apr - Mar), 2021",20211225,2021-12-25
India,2021,26-Dec-2021,Red Fort,4318,2021,"Financial Year (Apr - Mar), 2021",20211226,2021-12-26
India,2021,26-Dec-2021,Qutub Minar,5420,2021,"Financial Year (Apr - Mar), 2021",20211226,2021-12-26
India,2021,26-Dec-2021,Agra Fort,9250,2021,"Financial Year (Apr - Mar), 2021",20211226,2021-12-26
India,2021,26-Dec-2021,Taj Mahal,26792,2021,"Financial Year (Apr - Mar), 2021",20211226,2021-12-26
India,2021,27-Dec-2021,Agra Fort,7156,2021,"Financial Year (Apr - Mar), 2021",20211227,2021-12-27
India,2021,27-Dec-2021,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20211227,2021-12-27
India,2021,27-Dec-2021,Qutub Minar,3525,2021,"Financial Year (Apr - Mar), 2021",20211227,2021-12-27
India,2021,27-Dec-2021,Taj Mahal,17026,2021,"Financial Year (Apr - Mar), 2021",20211227,2021-12-27
India,2021,28-Dec-2021,Taj Mahal,14896,2021,"Financial Year (Apr - Mar), 2021",20211228,2021-12-28
India,2021,28-Dec-2021,Qutub Minar,2107,2021,"Financial Year (Apr - Mar), 2021",20211228,2021-12-28
India,2021,28-Dec-2021,Red Fort,2917,2021,"Financial Year (Apr - Mar), 2021",20211228,2021-12-28
India,2021,28-Dec-2021,Agra Fort,6594,2021,"Financial Year (Apr - Mar), 2021",20211228,2021-12-28
India,2021,29-Dec-2021,Taj Mahal,13648,2021,"Financial Year (Apr - Mar), 2021",20211229,2021-12-29
India,2021,29-Dec-2021,Agra Fort,5732,2021,"Financial Year (Apr - Mar), 2021",20211229,2021-12-29
India,2021,29-Dec-2021,Qutub Minar,1117,2021,"Financial Year (Apr - Mar), 2021",20211229,2021-12-29
India,2021,29-Dec-2021,Red Fort,3020,2021,"Financial Year (Apr - Mar), 2021",20211229,2021-12-29
India,2021,30-Dec-2021,Agra Fort,6576,2021,"Financial Year (Apr - Mar), 2021",20211230,2021-12-30
India,2021,30-Dec-2021,Red Fort,2431,2021,"Financial Year (Apr - Mar), 2021",20211230,2021-12-30
India,2021,30-Dec-2021,Taj Mahal,15547,2021,"Financial Year (Apr - Mar), 2021",20211230,2021-12-30
India,2021,30-Dec-2021,Qutub Minar,1717,2021,"Financial Year (Apr - Mar), 2021",20211230,2021-12-30
India,2021,31-Dec-2021,Taj Mahal,0,2021,"Financial Year (Apr - Mar), 2021",20211231,2021-12-31
India,2021,31-Dec-2021,Agra Fort,6444,2021,"Financial Year (Apr - Mar), 2021",20211231,2021-12-31
India,2021,31-Dec-2021,Red Fort,2347,2021,"Financial Year (Apr - Mar), 2021",20211231,2021-12-31
India,2021,31-Dec-2021,Qutub Minar,1738,2021,"Financial Year (Apr - Mar), 2021",20211231,2021-12-31
India,2022,01-Jan-2022,Taj Mahal,31448,2021,"Financial Year (Apr - Mar), 2021",20220101,2022-01-01
India,2022,01-Jan-2022,Agra Fort,10310,2021,"Financial Year (Apr - Mar), 2021",20220101,2022-01-01
India,2022,01-Jan-2022,Red Fort,3053,2021,"Financial Year (Apr - Mar), 2021",20220101,2022-01-01
India,2022,01-Jan-2022,Qutub Minar,3487,2021,"Financial Year (Apr - Mar), 2021",20220101,2022-01-01
India,2022,02-Jan-2022,Qutub Minar,3461,2021,"Financial Year (Apr - Mar), 2021",20220102,2022-01-02
India,2022,02-Jan-2022,Agra Fort,8134,2021,"Financial Year (Apr - Mar), 2021",20220102,2022-01-02
India,2022,02-Jan-2022,Red Fort,3481,2021,"Financial Year (Apr - Mar), 2021",20220102,2022-01-02
India,2022,02-Jan-2022,Taj Mahal,25271,2021,"Financial Year (Apr - Mar), 2021",20220102,2022-01-02
India,2022,03-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220103,2022-01-03
India,2022,03-Jan-2022,Taj Mahal,16114,2021,"Financial Year (Apr - Mar), 2021",20220103,2022-01-03
India,2022,03-Jan-2022,Agra Fort,5164,2021,"Financial Year (Apr - Mar), 2021",20220103,2022-01-03
India,2022,03-Jan-2022,Qutub Minar,992,2021,"Financial Year (Apr - Mar), 2021",20220103,2022-01-03
India,2022,04-Jan-2022,Qutub Minar,659,2021,"Financial Year (Apr - Mar), 2021",20220104,2022-01-04
India,2022,04-Jan-2022,Taj Mahal,12430,2021,"Financial Year (Apr - Mar), 2021",20220104,2022-01-04
India,2022,04-Jan-2022,Red Fort,1010,2021,"Financial Year (Apr - Mar), 2021",20220104,2022-01-04
India,2022,04-Jan-2022,Agra Fort,4000,2021,"Financial Year (Apr - Mar), 2021",20220104,2022-01-04
India,2022,05-Jan-2022,Taj Mahal,10896,2021,"Financial Year (Apr - Mar), 2021",20220105,2022-01-05
India,2022,05-Jan-2022,Agra Fort,3536,2021,"Financial Year (Apr - Mar), 2021",20220105,2022-01-05
India,2022,05-Jan-2022,Qutub Minar,237,2021,"Financial Year (Apr - Mar), 2021",20220105,2022-01-05
India,2022,05-Jan-2022,Red Fort,382,2021,"Financial Year (Apr - Mar), 2021",20220105,2022-01-05
India,2022,06-Jan-2022,Taj Mahal,9112,2021,"Financial Year (Apr - Mar), 2021",20220106,2022-01-06
India,2022,06-Jan-2022,Agra Fort,3089,2021,"Financial Year (Apr - Mar), 2021",20220106,2022-01-06
India,2022,06-Jan-2022,Qutub Minar,84,2021,"Financial Year (Apr - Mar), 2021",20220106,2022-01-06
India,2022,06-Jan-2022,Red Fort,45,2021,"Financial Year (Apr - Mar), 2021",20220106,2022-01-06
India,2022,07-Jan-2022,Taj Mahal,0,2021,"Financial Year (Apr - Mar), 2021",20220107,2022-01-07
India,2022,07-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220107,2022-01-07
India,2022,07-Jan-2022,Agra Fort,2484,2021,"Financial Year (Apr - Mar), 2021",20220107,2022-01-07
India,2022,07-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220107,2022-01-07
India,2022,08-Jan-2022,Qutub Minar,1,2021,"Financial Year (Apr - Mar), 2021",20220108,2022-01-08
India,2022,08-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220108,2022-01-08
India,2022,08-Jan-2022,Agra Fort,3102,2021,"Financial Year (Apr - Mar), 2021",20220108,2022-01-08
India,2022,08-Jan-2022,Taj Mahal,9432,2021,"Financial Year (Apr - Mar), 2021",20220108,2022-01-08
India,2022,09-Jan-2022,Agra Fort,3500,2021,"Financial Year (Apr - Mar), 2021",20220109,2022-01-09
India,2022,09-Jan-2022,Taj Mahal,10508,2021,"Financial Year (Apr - Mar), 2021",20220109,2022-01-09
India,2022,09-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220109,2022-01-09
India,2022,09-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220109,2022-01-09
India,2022,10-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220110,2022-01-10
India,2022,10-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220110,2022-01-10
India,2022,10-Jan-2022,Taj Mahal,6825,2021,"Financial Year (Apr - Mar), 2021",20220110,2022-01-10
India,2022,10-Jan-2022,Agra Fort,2507,2021,"Financial Year (Apr - Mar), 2021",20220110,2022-01-10
India,2022,11-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220111,2022-01-11
India,2022,11-Jan-2022,Agra Fort,2110,2021,"Financial Year (Apr - Mar), 2021",20220111,2022-01-11
India,2022,11-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220111,2022-01-11
India,2022,11-Jan-2022,Taj Mahal,6339,2021,"Financial Year (Apr - Mar), 2021",20220111,2022-01-11
India,2022,12-Jan-2022,Taj Mahal,5906,2021,"Financial Year (Apr - Mar), 2021",20220112,2022-01-12
India,2022,12-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220112,2022-01-12
India,2022,12-Jan-2022,Agra Fort,1942,2021,"Financial Year (Apr - Mar), 2021",20220112,2022-01-12
India,2022,12-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220112,2022-01-12
India,2022,13-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220113,2022-01-13
India,2022,13-Jan-2022,Agra Fort,2013,2021,"Financial Year (Apr - Mar), 2021",20220113,2022-01-13
India,2022,13-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220113,2022-01-13
India,2022,13-Jan-2022,Taj Mahal,5329,2021,"Financial Year (Apr - Mar), 2021",20220113,2022-01-13
India,2022,14-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220114,2022-01-14
India,2022,14-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220114,2022-01-14
India,2022,14-Jan-2022,Taj Mahal,882,2021,"Financial Year (Apr - Mar), 2021",20220114,2022-01-14
India,2022,14-Jan-2022,Agra Fort,1747,2021,"Financial Year (Apr - Mar), 2021",20220114,2022-01-14
India,2022,15-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220115,2022-01-15
India,2022,15-Jan-2022,Taj Mahal,8110,2021,"Financial Year (Apr - Mar), 2021",20220115,2022-01-15
India,2022,15-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220115,2022-01-15
India,2022,15-Jan-2022,Agra Fort,2604,2021,"Financial Year (Apr - Mar), 2021",20220115,2022-01-15
India,2022,16-Jan-2022,Taj Mahal,7002,2021,"Financial Year (Apr - Mar), 2021",20220116,2022-01-16
India,2022,16-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220116,2022-01-16
India,2022,16-Jan-2022,Agra Fort,2571,2021,"Financial Year (Apr - Mar), 2021",20220116,2022-01-16
India,2022,16-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220116,2022-01-16
India,2022,17-Jan-2022,Taj Mahal,4547,2021,"Financial Year (Apr - Mar), 2021",20220117,2022-01-17
India,2022,17-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220117,2022-01-17
India,2022,17-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220117,2022-01-17
India,2022,17-Jan-2022,Agra Fort,1491,2021,"Financial Year (Apr - Mar), 2021",20220117,2022-01-17
India,2022,18-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220118,2022-01-18
India,2022,18-Jan-2022,Agra Fort,1234,2021,"Financial Year (Apr - Mar), 2021",20220118,2022-01-18
India,2022,18-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220118,2022-01-18
India,2022,18-Jan-2022,Taj Mahal,3869,2021,"Financial Year (Apr - Mar), 2021",20220118,2022-01-18
India,2022,19-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220119,2022-01-19
India,2022,19-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220119,2022-01-19
India,2022,19-Jan-2022,Taj Mahal,4266,2021,"Financial Year (Apr - Mar), 2021",20220119,2022-01-19
India,2022,19-Jan-2022,Agra Fort,1280,2021,"Financial Year (Apr - Mar), 2021",20220119,2022-01-19
India,2022,20-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220120,2022-01-20
India,2022,20-Jan-2022,Agra Fort,1364,2021,"Financial Year (Apr - Mar), 2021",20220120,2022-01-20
India,2022,20-Jan-2022,Taj Mahal,4490,2021,"Financial Year (Apr - Mar), 2021",20220120,2022-01-20
India,2022,20-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220120,2022-01-20
India,2022,21-Jan-2022,Taj Mahal,0,2021,"Financial Year (Apr - Mar), 2021",20220121,2022-01-21
India,2022,21-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220121,2022-01-21
India,2022,21-Jan-2022,Agra Fort,1448,2021,"Financial Year (Apr - Mar), 2021",20220121,2022-01-21
India,2022,21-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220121,2022-01-21
India,2022,22-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220122,2022-01-22
India,2022,22-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220122,2022-01-22
India,2022,22-Jan-2022,Taj Mahal,6659,2021,"Financial Year (Apr - Mar), 2021",20220122,2022-01-22
India,2022,22-Jan-2022,Agra Fort,1628,2021,"Financial Year (Apr - Mar), 2021",20220122,2022-01-22
India,2022,23-Jan-2022,Taj Mahal,8074,2021,"Financial Year (Apr - Mar), 2021",20220123,2022-01-23
India,2022,23-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220123,2022-01-23
India,2022,23-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220123,2022-01-23
India,2022,23-Jan-2022,Agra Fort,2595,2021,"Financial Year (Apr - Mar), 2021",20220123,2022-01-23
India,2022,24-Jan-2022,Agra Fort,1686,2021,"Financial Year (Apr - Mar), 2021",20220124,2022-01-24
India,2022,24-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220124,2022-01-24
India,2022,24-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220124,2022-01-24
India,2022,24-Jan-2022,Taj Mahal,5432,2021,"Financial Year (Apr - Mar), 2021",20220124,2022-01-24
India,2022,25-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220125,2022-01-25
India,2022,25-Jan-2022,Agra Fort,1531,2021,"Financial Year (Apr - Mar), 2021",20220125,2022-01-25
India,2022,25-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220125,2022-01-25
India,2022,25-Jan-2022,Taj Mahal,5758,2021,"Financial Year (Apr - Mar), 2021",20220125,2022-01-25
India,2022,26-Jan-2022,Red Fort,25146,2021,"Financial Year (Apr - Mar), 2021",20220126,2022-01-26
India,2022,26-Jan-2022,Taj Mahal,8171,2021,"Financial Year (Apr - Mar), 2021",20220126,2022-01-26
India,2022,26-Jan-2022,Agra Fort,2568,2021,"Financial Year (Apr - Mar), 2021",20220126,2022-01-26
India,2022,26-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220126,2022-01-26
India,2022,27-Jan-2022,Agra Fort,1923,2021,"Financial Year (Apr - Mar), 2021",20220127,2022-01-27
India,2022,27-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220127,2022-01-27
India,2022,27-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220127,2022-01-27
India,2022,27-Jan-2022,Taj Mahal,5583,2021,"Financial Year (Apr - Mar), 2021",20220127,2022-01-27
India,2022,28-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220128,2022-01-28
India,2022,28-Jan-2022,Agra Fort,1771,2021,"Financial Year (Apr - Mar), 2021",20220128,2022-01-28
India,2022,28-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220128,2022-01-28
India,2022,28-Jan-2022,Taj Mahal,0,2021,"Financial Year (Apr - Mar), 2021",20220128,2022-01-28
India,2022,29-Jan-2022,Taj Mahal,9312,2021,"Financial Year (Apr - Mar), 2021",20220129,2022-01-29
India,2022,29-Jan-2022,Agra Fort,2755,2021,"Financial Year (Apr - Mar), 2021",20220129,2022-01-29
India,2022,29-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220129,2022-01-29
India,2022,29-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220129,2022-01-29
India,2022,30-Jan-2022,Taj Mahal,10644,2021,"Financial Year (Apr - Mar), 2021",20220130,2022-01-30
India,2022,30-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220130,2022-01-30
India,2022,30-Jan-2022,Agra Fort,3322,2021,"Financial Year (Apr - Mar), 2021",20220130,2022-01-30
India,2022,30-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220130,2022-01-30
India,2022,31-Jan-2022,Taj Mahal,6484,2021,"Financial Year (Apr - Mar), 2021",20220131,2022-01-31
India,2022,31-Jan-2022,Agra Fort,2146,2021,"Financial Year (Apr - Mar), 2021",20220131,2022-01-31
India,2022,31-Jan-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220131,2022-01-31
India,2022,31-Jan-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220131,2022-01-31
India,2022,01-Feb-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220201,2022-02-01
India,2022,01-Feb-2022,Taj Mahal,6091,2021,"Financial Year (Apr - Mar), 2021",20220201,2022-02-01
India,2022,01-Feb-2022,Agra Fort,2034,2021,"Financial Year (Apr - Mar), 2021",20220201,2022-02-01
India,2022,01-Feb-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220201,2022-02-01
India,2022,02-Feb-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220202,2022-02-02
India,2022,02-Feb-2022,Agra Fort,1950,2021,"Financial Year (Apr - Mar), 2021",20220202,2022-02-02
India,2022,02-Feb-2022,Taj Mahal,5915,2021,"Financial Year (Apr - Mar), 2021",20220202,2022-02-02
India,2022,02-Feb-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220202,2022-02-02
India,2022,03-Feb-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220203,2022-02-03
India,2022,03-Feb-2022,Taj Mahal,6457,2021,"Financial Year (Apr - Mar), 2021",20220203,2022-02-03
India,2022,03-Feb-2022,Agra Fort,2009,2021,"Financial Year (Apr - Mar), 2021",20220203,2022-02-03
India,2022,03-Feb-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220203,2022-02-03
India,2022,04-Feb-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220204,2022-02-04
India,2022,04-Feb-2022,Agra Fort,2288,2021,"Financial Year (Apr - Mar), 2021",20220204,2022-02-04
India,2022,04-Feb-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220204,2022-02-04
India,2022,04-Feb-2022,Taj Mahal,0,2021,"Financial Year (Apr - Mar), 2021",20220204,2022-02-04
India,2022,05-Feb-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220205,2022-02-05
India,2022,05-Feb-2022,Taj Mahal,14193,2021,"Financial Year (Apr - Mar), 2021",20220205,2022-02-05
India,2022,05-Feb-2022,Agra Fort,3212,2021,"Financial Year (Apr - Mar), 2021",20220205,2022-02-05
India,2022,05-Feb-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220205,2022-02-05
India,2022,06-Feb-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220206,2022-02-06
India,2022,06-Feb-2022,Agra Fort,4350,2021,"Financial Year (Apr - Mar), 2021",20220206,2022-02-06
India,2022,06-Feb-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220206,2022-02-06
India,2022,06-Feb-2022,Taj Mahal,17147,2021,"Financial Year (Apr - Mar), 2021",20220206,2022-02-06
India,2022,07-Feb-2022,Red Fort,0,2021,"Financial Year (Apr - Mar), 2021",20220207,2022-02-07
India,2022,07-Feb-2022,Qutub Minar,0,2021,"Financial Year (Apr - Mar), 2021",20220207,2022-02-07
India,2022,07-Feb-2022,Taj Mahal,13280,2021,"Financial Year (Apr - Mar), 2021",20220207,2022-02-07
India,2022,07-Feb-2022,Agra Fort,3415,2021,"Financial Year (Apr - Mar), 2021",20220207,2022-02-07
India,2022,08-Feb-2022,Taj Mahal,13413,2021,"Financial Year (Apr - Mar), 2021",20220208,2022-02-08
India,2022,08-Feb-2022,Agra Fort,3377,2021,"Financial Year (Apr - Mar), 2021",20220208,2022-02-08
India,2022,08-Feb-2022,Qutub Minar,442,2021,"Financial Year (Apr - Mar), 2021",20220208,2022-02-08
India,2022,08-Feb-2022,Red Fort,1462,2021,"Financial Year (Apr - Mar), 2021",20220208,2022-02-08
India,2022,09-Feb-2022,Red Fort,977,2021,"Financial Year (Apr - Mar), 2021",20220209,2022-02-09
India,2022,09-Feb-2022,Taj Mahal,9381,2021,"Financial Year (Apr - Mar), 2021",20220209,2022-02-09
India,2022,09-Feb-2022,Agra Fort,2034,2021,"Financial Year (Apr - Mar), 2021",20220209,2022-02-09
India,2022,09-Feb-2022,Qutub Minar,334,2021,"Financial Year (Apr - Mar), 2021",20220209,2022-02-09
India,2022,10-Feb-2022,Agra Fort,2273,2021,"Financial Year (Apr - Mar), 2021",20220210,2022-02-10
India,2022,10-Feb-2022,Taj Mahal,7960,2021,"Financial Year (Apr - Mar), 2021",20220210,2022-02-10
India,2022,10-Feb-2022,Qutub Minar,555,2021,"Financial Year (Apr - Mar), 2021",20220210,2022-02-10
India,2022,10-Feb-2022,Red Fort,1786,2021,"Financial Year (Apr - Mar), 2021",20220210,2022-02-10
India,2022,11-Feb-2022,Red Fort,1226,2021,"Financial Year (Apr - Mar), 2021",20220211,2022-02-11
